"species","Order","Class","exDiff","FemaleBM","MaleBM","Testes","FemaleAFB","MaleAFB","Monogamy","AnnProd","FemaleCare","DichroAves","weights"
"Ramphastos toco","Piciformes","Aves",-0.0601751492874339,580.041644553786,660.161713758597,NA,2.72826830937714,2.7709787816564,NA,NA,0,0,0.704791807684584
"Ramphastos tucanus","Piciformes","Aves",-0.0877956578293783,546.077428376619,686.124917332827,NA,NA,NA,1,NA,1,0,0.493324551734797
"Ramphastos vitellinus","Piciformes","Aves",-0.185522365191626,344.5,372.5,NA,NA,NA,1,NA,1,0,0.564663209738811
"Ptilinopus jambu","Columbiformes","Aves",0.00889879486242571,128.87811250534,141.533118220043,NA,1.34373716632444,1.6476386036961,NA,NA,0,0.8,0.548601248983001
"Ramphocelus bresilius","Passeriformes","Aves",-0.0143218356064226,32.4240998559104,32.6613198123253,NA,1.58904859685147,1.59233401779603,NA,NA,NA,1.8,0.567531964294169
"Ramphocelus carbo","Passeriformes","Aves",-0.0777971029206469,27.2891902948336,27.7423905562599,NA,0.817522245037645,0.644216290212183,NA,NA,1,1,0.565176660469255
"Recurvirostra avosetta","Charadriiformes","Aves",-0.0434058041487111,297.278478288407,315.755984849811,NA,1.91540041067762,1.96030116358658,1,117.1315,0,0,0.732218468051205
"Aceros corrugatus","Bucerotiformes","Aves",-0.135365297842675,1231.2949449138,1453.34960733656,NA,5.77303216974675,5.76509240246407,NA,NA,1,0.4,0.536452293121321
"Rhea americana","Rheiformes","Aves",-0.0337855338475373,25942.4278018983,31861.389411968,NA,2.11772758384668,1.97864476386037,0,NA,0,0.4,0.786223869901259
"Rhea pennata","Rheiformes","Aves",0.0120410427490407,26997.5958754135,38049.5831556027,NA,1.85023956194387,1.99972621492129,0,NA,0,0,0.598065128951315
"Rhynchopsitta pachyrhyncha","Psittaciformes","Aves",-0.043116633715198,307.461418723523,327.953674449582,NA,4.94455852156057,6.82792607802875,1,58.5,1,0,0.574404872069599
"Aceros plicatus","Bucerotiformes","Aves",-0.117296767644439,1667.5,1776.5,NA,NA,NA,NA,NA,NA,0.2,0.505874868344202
"Rollulus rouloul","Galliformes","Aves",-0.0705273272539203,252.515259480043,263.527301722859,NA,0.724709103353867,0.774537987679672,NA,NA,1,0,0.841337764237399
"Rupicola peruvianus","Passeriformes","Aves",-0.0111451117618888,235.287718749078,264.12639477493,0.96,3.13894592744695,1.39520876112252,0,NA,NA,1.8,0.502581801545751
"Sagittarius serpentarius","Accipitriformes","Aves",-0.0215910362107973,3611.07073888072,3789.59152347678,NA,NA,NA,1,325,1,0,0.534385325027572
"Sarcops calvus","Passeriformes","Aves",0.266973609297732,120.948011932692,NA,NA,NA,NA,1,NA,NA,0,0.532656484613974
"Sarkidiornis melanotos","Anseriformes","Aves",0.171989159243568,973.206905068113,1914.50221691958,NA,1.18001368925394,1.18001368925394,0,676.5256608,1,1.2,0.700960385772031
"Scissirostrum dubium","Passeriformes","Aves",-0.06634626440697,47.4765742803827,48.8831249374124,NA,0.980150581793292,0.980150581793292,1,NA,NA,0,0.673451976249204
"Scopus umbretta","Pelecaniformes","Aves",-0.274074311167282,442.588352424185,481.817407587423,NA,1.3305954825462,1.68432580424367,1,125.4,0,0,0.718327432188065
"Selenidera maculirostris","Piciformes","Aves",-0.104527998563785,143.91573349169,158.473064600564,NA,NA,NA,NA,NA,NA,1,0.472377921134656
"Selenidera piperivora","Piciformes","Aves",-0.0573819769744775,139.162682114486,169.05172916568,NA,NA,NA,NA,NA,NA,0.8,0.474246244904262
"Sericulus chrysocephalus","Passeriformes","Aves",0.0337366182190713,102.158689208608,94.4358871682791,0.82,3.9804846,NA,0,20.7,1,1.6,0.458675231407297
"Serinus canaria","Passeriformes","Aves",-0.192412190244543,22.6526650907999,23.4833583763394,0.23,1.00150581793292,0.971937029431896,1,11.7348,1,0.8,0.639703912145587
"Serinus mozambicus","Passeriformes","Aves",-0.121060942772811,11.95,12.9,NA,NA,NA,1,NA,1,0.4,0.488842066617339
"Sialia sialis","Passeriformes","Aves",-0.00220171868243841,27.7728774062176,28.0189613846669,0.27,0.99512115,0.878850103,1,27.342,1,1,0.523207986042518
"Anas formosa","Anseriformes","Aves",-0.0911165353996571,424.851207427219,438.686198482174,NA,1.30951403148528,1.62354551676934,1,229.415048547,NA,1.4,0.715169970167121
"Sicalis flaveola","Passeriformes","Aves",-0.14388740379011,26.6203700239387,27.1638545217074,0.36,1.07624914442163,1.14661190965092,NA,NA,NA,1.4,0.615241796391214
"Somateria mollissima","Anseriformes","Aves",-0.0342277260428282,1703.65446813952,1790.21479686143,5.4,1.98220396988364,1.00616016427105,1,456.5,1,1,0.752768120797152
"Anas clypeata","Anseriformes","Aves",-0.024265933784023,519.913785469763,573.250234465166,2.3,1.05352498288843,1.16933607118412,1,400,1,1.2,0.692229165772487
"Anas cyanoptera","Anseriformes","Aves",-0.103315933374582,330.366887058281,371.482062395276,NA,0.944558521560575,0.957700205338809,1,400,1,1,0.716217566438254
"Anas discors","Anseriformes","Aves",-0.0336000558774147,332.701713391333,352.500349004288,1.68,1.10609171800137,1.10937713894593,1,290,1,1,0.664909806171944
"Anas hottentota","Anseriformes","Aves",0.00511990634298235,238.969912169185,242.737959549603,NA,1.0798083504449,0.936892539356605,NA,NA,1,0,0.671352778830781
"Anas puna","Anseriformes","Aves",-0.0724692559156247,443.786425739499,465.547991193252,NA,1.10198494182067,1.14989733059548,1,NA,NA,0,0.626786253926354
"Anas querquedula","Anseriformes","Aves",0.0490726546212832,340.994665020722,358.863186354845,NA,1.0280629705681,1.24298425735797,1,229.5,1,0.4,0.632522357616811
"Speculanas specularis","Anseriformes","Aves",-0.0916161952151497,921.60017131312,998.623851651161,NA,NA,NA,1,238.5,NA,0,0.518732894439554
"Spermophaga haematina","Passeriformes","Aves",0.273635862869009,22.25,22.5,NA,NA,NA,NA,NA,1,0.4,0.465769377088543
"Sphecotheres vieilloti","Passeriformes","Aves",0.180524778647085,135.202398866946,NA,NA,NA,NA,NA,NA,0,1,0.460153687696783
"Spheniscus demersus","Sphenisciformes","Aves",-0.0251096887799184,2872.19681859678,3380.14977307233,NA,3.07707049965777,3.02778918548939,NA,309,0,0,0.871074112270927
"Spheniscus humboldti","Sphenisciformes","Aves",-0.00630275762094328,3949.90715525554,4683.10664752842,NA,2.86379192334018,2.85010266940452,NA,NA,0,0,0.890744938809044
"Spheniscus magellanicus","Sphenisciformes","Aves",-0.0691797644098281,3681.81043602783,4441.62723493767,8.36,3.87022587268994,3.97152635181383,NA,214,0,0,0.690669637404077
"Stigmatopelia senegalensis","Columbiformes","Aves",0.0513173451735291,149.412463083278,153.469781899388,0.65012969,0.988364134154689,1.09349760438056,NA,NA,0,0,0.522005163893316
"Carduelis cucullata","Passeriformes","Aves",-0.0591776373353217,11.0387229250337,11.1014056191425,NA,0.877481177275838,0.520739219712526,NA,NA,NA,1.2,0.517478912172123
"Spizixos semitorques","Passeriformes","Aves",-0.0417441813668065,38.3250154048274,39.6624964375532,NA,0.964818617385353,1.20739219712526,NA,NA,NA,0,0.504179768685686
"Stagonopleura guttata","Passeriformes","Aves",-0.310989595875416,20.3987716216054,20.5795552602412,0.09,0.431485284052019,NA,1,16.48,0,0.4,0.576029142982218
"Sterna hirundo","Charadriiformes","Aves",-0.267227934303356,126,124,0.09,2.494094456,2.997946612,1,52.5,1,0,0.451729900145958
"Streptopelia capicola","Columbiformes","Aves",-0.25159449459265,158.181837139946,160.710266109322,NA,NA,NA,1,64.8,1,0,0.505596979411315
"Streptopelia roseogrisea","Columbiformes","Aves",-0.0742186158636177,165.163384008374,153.523492864953,0.699841996,0.588637919233402,0.602327173169062,NA,NA,NA,0,0.649966486170754
"Strix aluco","Strigiformes","Aves",-0.0989971431018876,408.461132687022,373.34262353628,3.2,4.51115674195756,2.02327173169062,1,120.9,1,0,0.645632037353202
"Strix nebulosa","Strigiformes","Aves",-0.0875412868575783,1213.78975435077,882.098991911864,3.67,1.97700205338809,2.74798083504449,1,208,1,0,0.664595726006243
"Strix uralensis","Strigiformes","Aves",-0.151015786175162,991.082724532615,704.050047340822,2.5,2.01259411362081,1.90554414784394,1,139.2,1,0,0.661653856897848
"Struthio camelus","Struthioniformes","Aves",0.0594194617511878,122544.853588702,139236.880725153,115.47,2.43997262149213,2.8993839835729,0,16250.000000625,0,0,0.785761580994862
"Sturnus pagodarum","Passeriformes","Aves",0.0738661616618737,NA,NA,NA,1.15099247091034,1.34702258726899,1,NA,0,0,0.551693674237758
"Sturnus roseus","Passeriformes","Aves",-0.0123554172678337,69.2,79.55,0.69,0.99512115,NA,1,33,NA,0,0.478860626442984
"Surnia ulula","Strigiformes","Aves",-0.0249076561171883,337.348683365855,241.199329835298,1.6,1.07268993839836,1.19397672826831,1,152.6,1,0,0.576505226309055
"Syrmaticus ellioti","Galliformes","Aves",-0.0493447117310312,922.940956312545,1322.25064362048,NA,1.06502395619439,1.01163586584531,NA,NA,1,1.2,0.541117529101712
"Syrmaticus humiae","Galliformes","Aves",-0.273151996853154,750,1053.75,NA,1.18685831622177,0.971937029431896,1,NA,1,1.4,0.543296253220145
"Syrmaticus mikado","Galliformes","Aves",-0.165070569784139,1015,1300,NA,1.02751540041068,0.951403148528405,NA,NA,1,1.4,0.530399657909428
"Syrmaticus reevesii","Galliformes","Aves",0.0548616354251112,1044.24314434178,1587.11037357764,NA,1.00013689253936,0.977960301163587,0,NA,NA,1.6,0.653236310555058
"Syrmaticus soemmerringii","Galliformes","Aves",0.0129101649030174,1300,900,NA,NA,NA,NA,NA,NA,1.4,0.462902360934416
"Tadorna cana","Anseriformes","Aves",-0.0749036695208198,1122.59179547545,1420.7784455364,NA,2.64941820670773,2.68090349075975,1,809.271369678,1,-0.2,0.603819180942225
"Tadorna ferruginea","Anseriformes","Aves",-0.0964638309390937,1043.75368599978,1282.0270035869,NA,2.0145106091718,2.04243668720055,1,705.5,1,0,0.702145011266447
"Tadorna tadorna","Anseriformes","Aves",0.026026298376869,820.53479938539,1032.0116711659,NA,2.06050650239562,1.0425735797399,1,698.1,1,0.2,0.78512799014145
"Tadorna tadornoides","Anseriformes","Aves",-0.0220780970449782,1225.45082523911,1604.66224823941,NA,2.91444216290212,1.9378507871321,NA,948.6,0,-0.2,0.544473899193638
"Tadorna variegata","Anseriformes","Aves",-0.0439750179844328,1378.49905571313,1731.96206632236,NA,2.29486652977413,0.997672826830938,1,819,1,-0.4,0.554295357625298
"Taeniopygia bichenovii","Passeriformes","Aves",-0.0376786815776364,10.433477586407,10.2655006651176,NA,0.824640657084189,1.02477754962355,1,NA,0,0,0.556443758384533
"Taeniopygia guttata","Passeriformes","Aves",-0.111738427079604,13.5061638831246,14.1443506902519,0.05,0.177960301163587,0.162628336755647,1,8.82,1,0.4,0.698644423033564
"Tangara arthus","Passeriformes","Aves",-0.203252417541457,20,NA,NA,NA,NA,NA,NA,NA,0,0.415480708923357
"Tangara cyanicollis","Passeriformes","Aves",0.0506240134154966,15.851583540623,16.11393560768,NA,NA,NA,NA,NA,NA,0.2,0.479585089639607
"Tangara gyrola","Passeriformes","Aves",0.0236003421946959,21.965513134369,22.6434300916507,NA,NA,NA,1,NA,1,0,0.422282301014675
"Tangara icterocephala","Passeriformes","Aves",-0.0173786821360891,NA,NA,NA,NA,NA,NA,NA,1,0.2,0.415592771916277
"Tangara mexicana","Passeriformes","Aves",-0.0644599849861042,20.1922160207049,20.8754530394222,NA,0.975222450376454,0.988911704312115,NA,NA,1,0,0.606516444174102
"Tangara velia","Passeriformes","Aves",-0.102392779158878,NA,NA,NA,NA,NA,NA,NA,NA,0,0.432785705992474
"Tauraco erythrolophus","Musophagiformes","Aves",-0.0424325741910302,254.316325037496,214.625728103778,NA,1.82286105407255,1.68925393566051,NA,NA,NA,0,0.586981448816619
"Tauraco fischeri","Musophagiformes","Aves",-0.276588672576019,250.472721979565,246.096330599182,NA,1.87898699520876,1.97399041752224,NA,NA,0,0,0.561016905569879
"Tauraco hartlaubi","Musophagiformes","Aves",-0.113427301590307,206.611222723148,198.662596695951,NA,NA,NA,1,NA,0,0,0.537348068826754
"Tauraco leucolophus","Musophagiformes","Aves",0.00490439168251527,214.343445916679,202.110217332536,NA,1.08035592060233,1.26105407255305,NA,NA,0,0,0.493822035944056
"Tauraco leucotis","Musophagiformes","Aves",-0.0597813382839274,257.850999400809,285.034571612029,NA,2.07529089664613,1.84531143052704,NA,NA,0,0,0.622254688308509
"Tauraco livingstonii","Musophagiformes","Aves",0.0372674031980616,250.459401528981,266.26867130852,NA,NA,NA,NA,NA,0,0,0.490208682109698
"Tauraco porphyreolophus","Musophagiformes","Aves",-0.0984342784710006,239.556048290447,253.239853960864,NA,NA,NA,NA,NA,0,0,0.472092495799378
"Tersina viridis","Passeriformes","Aves",-0.250234278011644,31.2,28.8,0.36,NA,NA,NA,NA,1,1.2,0.452801915365935
"Tetrao urogallus","Galliformes","Aves",0.116955488548974,2017.3745793724,4375.68970679684,3,1.00752908966461,1.00396988364134,0,424,1,0.2,0.628287137848451
"Tetraogallus himalayensis","Galliformes","Aves",0.00160536053570048,2326,2529,NA,2,2,1,NA,1,0.2,0.463072575262575
"Bonasa bonasia","Galliformes","Aves",0.167039337053969,378.5,384.5,1.129795915,0.974401095140315,0.974674880219028,1,171,1,0.4,0.517636084553705
"Theristicus melanopis","Pelecaniformes","Aves",-0.133477190947045,1317.40076719951,1394.8914981181,NA,2.14893908281999,2.88596851471595,NA,NA,NA,0,0.579865129141891
"Thinornis novaeseelandiae","Charadriiformes","Aves",-0.202747159997205,59.2037404807808,60.92181588971,NA,0.982340862422998,0.97905544147844,1,NA,1,0.2,0.53154057231034
"Thraupis episcopus","Passeriformes","Aves",-0.0410985790951105,36.9072799742174,34.9353098042366,0.1999447555,1.06228610540726,0.987268993839836,1,12.52,1,0,0.594194509514926
"Threskiornis aethiopicus","Pelecaniformes","Aves",-0.0262692157951589,1221.07653466097,1386.46688509708,NA,2.01232032854209,2.07802874743326,1,138.88,0,0,0.761390477016399
"Tockus erythrorhynchus","Bucerotiformes","Aves",-0.128961474653407,130.698303611856,166.446693874656,NA,1.43737166324435,1.27556468172485,1,NA,1,0.2,0.610262342725525
"Todiramphus chloris","Coraciiformes","Aves",-0.0320699969125331,64.1764891659302,66.3115902094615,NA,1.54524298425736,1.52799452429843,1,93.24,0,0,0.523369275699896
"Todiramphus cinnamominus","Coraciiformes","Aves",-0.230787554661082,65.5947330311233,59.8510990944401,NA,1.82395619438741,1.93456536618754,NA,NA,0,-0.4,0.652484721934168
"Todiramphus sanctus","Coraciiformes","Aves",-0.105814763334829,50.3397640598173,49.3138460211084,NA,1.77138945927447,1.81409993155373,1,NA,0,0,0.524264574165844
"Trachyphonus darnaudii","Piciformes","Aves",0.0487430531448779,35.1224740871743,35.1665030915009,NA,NA,NA,NA,NA,0,0,0.470094702892881
"Trachyphonus erythrocephalus","Piciformes","Aves",-0.0955635742482776,64.212289911074,71.4975525196981,NA,0.945106091718001,1.0444900752909,NA,NA,NA,0.4,0.602948475577855
"Trachyphonus vaillantii","Piciformes","Aves",-0.0329096407630894,65.95,71.9,NA,NA,NA,NA,NA,1,0.4,0.472026783906538
"Tragopan caboti","Galliformes","Aves",-0.0162664596796004,1042.04433890562,1434.65804593915,NA,1.85297741273101,1.90280629705681,0,NA,1,1.2,0.540853885246135
"Tragopan satyra","Galliformes","Aves",-0.056701775782974,1227.18245300492,1695.03415488906,NA,1.94058863791923,2.00355920602327,NA,NA,NA,1.8,0.619591301962373
"Tragopan temminckii","Galliformes","Aves",-0.1299253491249,1096.20579735826,1521.1902029253,NA,1.0403832991102,1.82724161533196,0,NA,1,1.8,0.688565527227975
"Treron calvus","Columbiformes","Aves",-0.171415536124625,179,218,NA,NA,NA,NA,NA,1,0,0.48650144042642
"Treron vernans","Columbiformes","Aves",0.161552394625986,145.222723997462,138.678338030411,NA,0.877754962354552,0.927583846680356,NA,NA,1,0.4,0.522396101446394
"Trichoglossus chlorolepidotus","Psittaciformes","Aves",0.183422396571039,93.6188776310656,101.094199457531,0.09,1.68569472963723,0.968104038329911,1,NA,1,0,0.521349473447774
"Trichoglossus haematodus","Psittaciformes","Aves",-0.00375179382159074,134.801829663301,145.801752444202,0.23,2.20287474332649,2.45420944558522,1,NA,1,0,0.764305175868865
"Trichoglossus ornatus","Psittaciformes","Aves",0.170362883578116,97.2010128977234,107.484140861343,NA,NA,NA,NA,NA,NA,0,0.425064320146484
"Tringa totanus","Charadriiformes","Aves",-0.037788009257874,108.909945051444,96.741615722393,NA,0.924845995893224,0.999315537,1,89.2,1,0,0.546585710100655
"Garrulax formosus","Passeriformes","Aves",0.175645229077968,NA,NA,NA,NA,NA,NA,NA,0,0,0.425699041250166
"Garrulax milnei","Passeriformes","Aves",-0.105226570444121,66.0943418488107,74.5412430118082,NA,1.20301163586585,0.947296372347707,NA,NA,0,0,0.518361308064778
"Turdus migratorius","Passeriformes","Aves",0.487949965430735,75,84.9,0.78,0.997218344,0.999315537,1,53.59375,1,0.8,0.49798458555279
"Turnix melanogaster","Charadriiformes","Aves",-0.0377033338669295,129.465354480494,100.768665377468,NA,0.551129363449692,0.763586584531143,0,NA,0,-0.6,0.555462226813389
"Turnix suscitator","Charadriiformes","Aves",0.0532735905623949,57.5,44,0.35,NA,NA,0,NA,0,-0.6,0.499627744703708
"Turnix varius","Charadriiformes","Aves",0.0936669502319081,125.081795630792,84.6299772149122,NA,0.372347707049966,0.505133470225873,0,NA,0,-0.2,0.505056628116663
"Tympanuchus cupido","Galliformes","Aves",0.0057279399448207,758.368212268315,924.749100991434,1.61,0.900752908966461,0.892539356605065,0,294,1,0.6,0.776758995260491
"Tyto alba","Strigiformes","Aves",0.00520019350608218,432.353365361193,416.071387838899,0.3,1.12799452429843,1.09404517453799,1,186.55875,1,0,0.809575896327818
"Upupa epops","Bucerotiformes","Aves",-0.114983774450367,64.857438865062,68.4818760870862,NA,0.88952772073922,0.833949349760438,1,37.62,1,0,0.623884375842333
"Uraeginthus bengalus","Passeriformes","Aves",-0.35977650185017,9.80602213460324,10.4339546872805,NA,0.889253935660506,0.806023271731691,NA,NA,NA,0.6,0.623562540769127
"Uraeginthus cyanocephalus","Passeriformes","Aves",-0.351395730217125,11.6457880429124,11.9493271823259,NA,0.995482546201232,NA,NA,NA,NA,0.8,0.644072716500211
"Urocissa erythrorhyncha","Passeriformes","Aves",0.0561328554856311,146.636087943251,159.291334873856,NA,1.00807665982204,1.02970568104038,NA,NA,1,0,0.641430865301527
"Urocolius macrourus","Coliiformes","Aves",-0.265636712307422,44.5934738152705,48.7693661945843,NA,1.1791923340178,1.03874058863792,1,NA,1,0,0.654788449594833
"Vanellus armatus","Charadriiformes","Aves",0.0844827434628968,148.971305980812,151.251641800315,NA,2.37426420260096,2.61574264202601,1,102.3,0,1,0.547339923982815
"Vanellus chilensis","Charadriiformes","Aves",0.0428972706404925,242.442921453826,242.264319449943,NA,1.91184120465435,1.70896646132786,1,NA,NA,1,0.510765461120699
"Vanellus coronatus","Charadriiformes","Aves",-0.0124839364471616,148.632516539007,144.01140790393,NA,1.19479808350445,1.92580424366872,1,NA,1,0,0.538566125472447
"Vanellus miles","Charadriiformes","Aves",0.0407577883490453,244.995093994406,262.346744302254,NA,1.94661190965092,1.96303901437372,1,128,0,1,0.600483687612131
"Vanellus spinosus","Charadriiformes","Aves",-0.02985966324234,144.512171038418,149.874168529009,NA,NA,NA,1,106.6,0,1,0.553708661026604
"Vanellus vanellus","Charadriiformes","Aves",-0.0945235660431879,226,211,NA,1.994436687,1.998631075,0,102,0,0.2,0.532395369962767
"Vidua macroura","Passeriformes","Aves",0.1489180921151,15.025,16,NA,NA,NA,0,NA,NA,1.2,0.37298083439667
"Vidua paradisaea","Passeriformes","Aves",-0.352806676366901,19.9,21.5,0.09,1,2,NA,NA,NA,1,0.434443018314293
"Vini australis","Psittaciformes","Aves",0.0220683462509623,53.8875765666742,55.4878369145095,NA,1.81574264202601,1.54277891854894,NA,NA,NA,0,0.519797032547208
"Amaurornis flavirostra","Gruiformes","Aves",-0.177808848583689,80.9812677150181,86.5649197437592,NA,0.947843942505133,1.08692676249144,1,NA,0,0,0.639259667031216
"Zenaida asiatica","Columbiformes","Aves",0.00463781633751991,153,153.1087462,0.3,0.999315537,0.999315537,1,31.2,0,0,0.499005745236987
"Zenaida graysoni","Columbiformes","Aves",-0.274076210613924,166.291066180565,177.978915201977,NA,0.908966461327858,0.902121834360027,NA,NA,NA,0,0.667906565645477
"Zenaida macroura","Columbiformes","Aves",0.0463010666153814,115.5,123,0.83,0.373203285,0.219028063,1,55.2,0,0.6,0.493834159909359
"Zosterops poliogastrus","Passeriformes","Aves",0.0166157763867674,NA,NA,NA,NA,NA,NA,NA,NA,0,0.469278996333283
"Zosterops japonicus","Passeriformes","Aves",0.196810162502787,10.5,11.3,NA,0.999315537,0.999315537,1,NA,0,0,0.436710045408869
"Zosterops palpebrosus","Passeriformes","Aves",-0.273037449332072,8.8,8.8,NA,0.999315537,NA,NA,NA,1,0,0.471156180244233
"Acinonyx jubatus","Carnivora","Mammalia",0.0113820364382389,41416.89046,47167.46118,15.51,3.35249828884326,2.83586584531143,0,990.22224,1,NA,0.88148038123616
"Acomys cahirinus","Rodentia","Mammalia",0.0153667210195192,56.61409257,57.31831792,0.224,0.292402464065708,0.343874058863792,0,47.46105,0,NA,0.625036088290085
"Acomys cilicicus","Rodentia","Mammalia",0.174967255893974,NA,NA,NA,NA,NA,0,NA,NA,NA,0.550241373708414
"Acomys dimidiatus","Rodentia","Mammalia",0.190510680840068,63.92256187,66.18118936,0.32,0.257357973990418,0.384394250513347,0,47.46105,NA,NA,0.595779118430441
"Acrobates pygmaeus","Diprotodontia","Mammalia",-0.0841727667293304,12.40543743,12.76007725,0.18,0.793976728268309,0.790417522245038,0,NA,1,NA,0.76240553419018
"Addax nasomaculatus","Artiodactyla","Mammalia",0.283368384312926,105740.7317,118578.5265,43.2,2.31868583162218,2.36824093086927,0,5600,NA,NA,0.908222309664299
"Aepyceros melampus","Artiodactyla","Mammalia",0.478673402527538,43090.86922,55906.48875,59.2666666666667,1.76317590691307,1.89815195071869,0,5304.2,1,NA,0.906415832304819
"Aepyprymnus rufescens","Diprotodontia","Mammalia",0.117663460965156,2841.657371,2633.426586,4.677351413,0.791238877481177,0.538261464750171,1,NA,NA,NA,0.557527826993937
"Ailurus fulgens","Carnivora","Mammalia",0.0647745854208494,6140.700734,6313.486994,NA,1.96851471594798,1.98193018480493,0,204.04,1,NA,0.831359914257593
"Alcelaphus buselaphus","Artiodactyla","Mammalia",0.119702659099401,112603.7239,135162.0282,107,2.39069130732375,2.0643394934976,0,10827.50355,1,NA,0.553766521993766
"Alces alces","Artiodactyla","Mammalia",0.184025216990034,334075.0341,395351.1233,106,2.00273785078713,2.02327173169062,0,20725.42376775,1,NA,0.731896440779594
"Microtus montebelli","Rodentia","Mammalia",0.251820996732568,NA,35,NA,0.122819986,NA,NA,47.9948,NA,NA,0.470229777745468
"Allenopithecus nigroviridis","Primates","Mammalia",0.141096338583332,5749.071583,12654.23313,16.96,4.13169062286105,6.46652977412731,0,NA,1,NA,0.584497389565201
"Cercopithecus lhoesti","Primates","Mammalia",-0.0436831540485443,6109.694168,10314.13586,NA,4.2217659137577,5.54387405886379,0,NA,NA,NA,0.564005449385265
"Alouatta caraya","Primates","Mammalia",0.131269106098353,7719.049213,12512.31834,18.37,3.60711841204654,2.98918548939083,0,187.5,1,NA,0.687154952028136
"Ammotragus lervia","Artiodactyla","Mammalia",0.0268216597249125,61895.35283,97375.76802,18.85,1.76454483230664,1.93018480492813,0,10980,1,NA,0.88741851762234
"Antidorcas marsupialis","Artiodactyla","Mammalia",0.280415319215068,28762.24357,31366.18702,71,1.41437371663244,1.71718001368925,0,4105.5,1,NA,0.793817615018051
"Antilocapra americana","Artiodactyla","Mammalia",0.134788933686149,42186.77427,47297.11638,76,1.97618069815195,1.97234770704997,0,6135.6204,1,NA,0.668600298179427
"Antilope cervicapra","Artiodactyla","Mammalia",0.328482396366434,30311.37299,36264.85131,26,1.19644079397673,1.40561259411362,0,7311.2,1,NA,0.955259549284324
"Antrozous pallidus","Chiroptera","Mammalia",0.373098017323514,21.4,18.85,0.36,0.999315537,0.999315537,0,NA,NA,NA,0.512108792435113
"Aonyx cinerea","Carnivora","Mammalia",-0.0592557145067744,3496.421228,3846.121932,NA,1.82861054072553,1.90554414784394,1,166.1247,NA,NA,0.858470793705109
"Aotus azarae","Primates","Mammalia",-0.0629864842790598,NA,1263.693364,NA,2.28035592060233,2.85338809034908,1,NA,0,NA,0.485552411950978
"Aotus griseimembra","Primates","Mammalia",-0.155308216679984,1036.591042,935.3740385,NA,2.29760438056126,2.84900752908966,1,NA,NA,NA,0.598464582672181
"Aotus trivirgatus","Primates","Mammalia",-0.258610186745678,999.7013198,1110.441783,1.2,2.40985626283368,3.06776180698152,1,129.512072,0,NA,0.534765688903826
"Apodemus argenteus","Rodentia","Mammalia",-0.0996018862533243,NA,21,0.651,0.167008898,0.1724846,NA,29.412,NA,NA,0.454762748043256
"Apodemus speciosus","Rodentia","Mammalia",0.144000929975994,NA,46,1.233,0.164,0.192,0,NA,NA,NA,0.539798893112938
"Arctictis binturong","Carnivora","Mammalia",-0.110879600034893,18330.05406,16873.72122,NA,2.06379192334018,2.14318959616701,NA,1586.75,NA,NA,0.752666416958078
"Artibeus jamaicensis","Chiroptera","Mammalia",0.199889648357355,37.45378454,42.18174638,0.05,0.907871321013005,1.000082136,0,17.8,1,NA,0.631081362636012
"Arvicola amphibius","Rodentia","Mammalia",0.0874834414285226,197.3134132,255.6794563,1.28,0.744695414099932,0.757015742642026,0,86.531704,NA,NA,0.739895207796627
"Atelerix albiventris","Erinaceomorpha","Mammalia",0.0339967316907227,383.2656849,378.5441568,2.34,0.397535934291581,0.358110882956879,0,44.9,NA,NA,0.872250322664813
"Atherurus africanus","Rodentia","Mammalia",-0.030363351554899,3889.277248,3922.412711,NA,1.61314168377823,1.56714579055442,1,555.4875,NA,NA,0.561549370010608
"Axis calamianensis","Artiodactyla","Mammalia",0.176376289132832,22719.39213,36392.79533,13.45,0.833292266,NA,0,NA,NA,NA,0.510503397809087
"Axis kuhlii","Artiodactyla","Mammalia",0.372237599951022,32201.469,NA,NA,0.833292266,NA,0,3244.470645,NA,NA,0.497016878022293
"Axis porcinus","Artiodactyla","Mammalia",0.296210422163555,29541.09592,45227.1821,49.475,1.35058179329227,1.49869952087611,0,NA,NA,NA,0.801426366804449
"Babyrousa babyrussa","Artiodactyla","Mammalia",0.146991794085856,59348.56135,88816.27904,NA,1.69500342231348,2.24722792607803,0,2002,NA,NA,0.605206546533051
"Babyrousa celebensis","Artiodactyla","Mammalia",0.149934167103054,58838.47231,89076.81541,82.7,1.7242984257358,2.63490759753593,0,2002,NA,NA,0.65914575496616
"Bassariscus astutus","Carnivora","Mammalia",0.0651215989742495,1454.151308,1538.929576,2.6,1.05681040383299,0.821355236,0,85.74,1,NA,0.553992172388051
"Bettongia penicillata","Diprotodontia","Mammalia",0.0661131089545391,1077.224789,1086.013301,1.667247213,0.686652977412731,0.835318275154004,0,NA,1,NA,0.74797458038004
"Bison bison","Artiodactyla","Mammalia",0.237271464423169,521643.9091,875260.4578,523.6,2.78713210130048,2.63162217659138,0,20000,1,NA,0.887287060220236
"Bison bonasus","Artiodactyla","Mammalia",0.344919769587959,463766.5943,784265.5032,509,3.06639288158795,2.93908281998631,0,20000,NA,NA,0.849381317566056
"Bos frontalis","Artiodactyla","Mammalia",0.29046703447199,NA,901453.9482,361.23,2.19767282683094,2.47720739219713,0,24219,1,NA,0.624491974742996
