Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Glaucomys volans,Mammalia,Male,b0,-4.266877256,0.657159667,-5.829880189,-3.324945075
Glaucomys volans,Mammalia,Male,b1,0.268098717,0.05533354,0.177997115,0.39637109
Callosciurus prevostii,Mammalia,Female,a0,-3.239680517,0.674282054,-4.693636183,-2.010722999
Callosciurus prevostii,Mammalia,Female,a1,4.917775421,3.398830212,0.093555703,12.38532889
Callosciurus prevostii,Mammalia,Female,c,0.077802417,0.029520047,0.010995071,0.123392819
Callosciurus prevostii,Mammalia,Female,b0,-4.107642151,0.928307768,-6.139710459,-2.635049652
Callosciurus prevostii,Mammalia,Female,b1,0.246187904,0.074053965,0.127725346,0.41262722
Callosciurus prevostii,Mammalia,Male,a0,-3.018416472,0.682534217,-4.425625294,-1.777417395
Callosciurus prevostii,Mammalia,Male,a1,5.405731808,3.166663535,0.210261737,12.37384764
Callosciurus prevostii,Mammalia,Male,c,0.090059724,0.019253625,0.036793465,0.116951822
Callosciurus prevostii,Mammalia,Male,b0,-5.901113626,1.471495532,-9.206486993,-3.455272202
Callosciurus prevostii,Mammalia,Male,b1,0.368186511,0.115312307,0.17174963,0.624676408
Hydrochoerus hydrochaeris,Mammalia,Female,a0,-3.522660751,0.557856125,-4.735486479,-2.564670083
Hydrochoerus hydrochaeris,Mammalia,Female,a1,4.344682112,3.429829469,0.045613905,12.4550532
Hydrochoerus hydrochaeris,Mammalia,Female,c,0.096625954,0.014476663,0.049131367,0.111831617
Hydrochoerus hydrochaeris,Mammalia,Female,b0,-6.086027048,0.484223112,-7.046242966,-5.09040302
Hydrochoerus hydrochaeris,Mammalia,Female,b1,0.547758366,0.049926752,0.444283055,0.648502353
Hydrochoerus hydrochaeris,Mammalia,Male,a0,-2.900905612,0.436280352,-3.898147222,-2.17983915
Hydrochoerus hydrochaeris,Mammalia,Male,a1,2.408528925,1.864076211,0.478205169,7.715269457
Hydrochoerus hydrochaeris,Mammalia,Male,c,0.104478899,0.012665883,0.074524183,0.123711066
Hydrochoerus hydrochaeris,Mammalia,Male,b0,-6.205524494,0.668964011,-7.534896496,-4.91114186
Hydrochoerus hydrochaeris,Mammalia,Male,b1,0.56533093,0.06836415,0.43206158,0.700273522
Lagothrix lagotricha,Mammalia,Female,a0,-2.736722444,0.811332739,-4.378615237,-1.189660387
Lagothrix lagotricha,Mammalia,Female,a1,5.665153837,3.253777459,0.279807421,12.8557177
Lagothrix lagotricha,Mammalia,Female,c,0.126772855,0.02204593,0.068208344,0.160452461
Lagothrix lagotricha,Mammalia,Female,b0,-8.740328599,3.440828362,-16.09348872,-3.021498391
Lagothrix lagotricha,Mammalia,Female,b1,0.142701668,0.118647845,0.005097959,0.435521733
Lagothrix lagotricha,Mammalia,Male,a0,-2.316982606,0.818243738,-4.012520129,-0.847270486
Lagothrix lagotricha,Mammalia,Male,a1,5.429091399,2.941719457,0.878506461,12.27261542
Lagothrix lagotricha,Mammalia,Male,c,0.092185903,0.018689538,0.040954364,0.119831011
Lagothrix lagotricha,Mammalia,Male,b0,-8.323586854,3.458652791,-16.14262155,-3.172020439
Lagothrix lagotricha,Mammalia,Male,b1,0.140965323,0.110982279,0.007143892,0.413456676
Cercocebus atys,Mammalia,Female,a0,-2.629965925,0.852023278,-4.345529154,-1.008764163
Cercocebus atys,Mammalia,Female,a1,5.519933468,3.071603639,0.835769081,12.45790089
Cercocebus atys,Mammalia,Female,c,0.042392882,0.01589482,0.007118859,0.07226011
Cercocebus atys,Mammalia,Female,b0,-9.567325823,3.809983435,-17.71514327,-3.927284681
Cercocebus atys,Mammalia,Female,b1,0.353610105,0.179339206,0.081681777,0.732922276
Cercocebus atys,Mammalia,Male,a0,-2.552264315,0.853468769,-4.232153133,-0.919876187
Cercocebus atys,Mammalia,Male,a1,5.254533418,3.075953463,0.519914785,12.15204192
Cercocebus atys,Mammalia,Male,c,0.026130219,0.014012733,0.003742318,0.059033925
Cercocebus atys,Mammalia,Male,b0,-9.419541807,2.505823365,-14.99908627,-5.215466808
Cercocebus atys,Mammalia,Male,b1,0.549297619,0.168402342,0.256759746,0.912997469
Cercocebus torquatus,Mammalia,Female,a0,-3.013509138,0.768149239,-4.561137147,-1.575665726
Cercocebus torquatus,Mammalia,Female,a1,5.577365739,3.291251274,0.450458069,13.1091801
Cercocebus torquatus,Mammalia,Female,c,0.024153336,0.007710572,0.009418303,0.039694251
Cercocebus torquatus,Mammalia,Female,b0,-9.131239069,1.930490599,-13.56999907,-6.046174864
Cercocebus torquatus,Mammalia,Female,b1,0.434298788,0.106668725,0.254788036,0.671841205
Cercocebus torquatus,Mammalia,Male,a0,-2.933069408,0.758456317,-4.468120723,-1.519060156
Cercocebus torquatus,Mammalia,Male,a1,4.930615691,3.226572306,0.398249334,12.4438602
Cercocebus torquatus,Mammalia,Male,c,0.021788981,0.008481542,0.004537565,0.038918732
Cercocebus torquatus,Mammalia,Male,b0,-7.710099835,2.072821234,-13.11515439,-4.72359733
Cercocebus torquatus,Mammalia,Male,b1,0.284456604,0.1005562,0.134746341,0.536140338
Lutra lutra,Mammalia,Female,a0,-2.619969546,0.585806417,-3.873944751,-1.594531924
Lutra lutra,Mammalia,Female,a1,4.284914317,2.949061468,0.519423061,11.19480904
Lutra lutra,Mammalia,Female,c,0.043843632,0.013420617,0.011247485,0.065905185
Lutra lutra,Mammalia,Female,b0,-5.361206951,0.729699148,-6.885127362,-4.002800222
Lutra lutra,Mammalia,Female,b1,0.340188312,0.05715805,0.233462079,0.457885534
Lutra lutra,Mammalia,Male,a0,-3.062761622,0.664169725,-4.495318214,-1.90593093
Lutra lutra,Mammalia,Male,a1,4.785971136,3.092711502,0.493408543,12.09571002
Lutra lutra,Mammalia,Male,c,0.035321647,0.016866949,0.003181075,0.06599881
Lutra lutra,Mammalia,Male,b0,-4.184333995,0.586778011,-5.500663564,-3.231717374
Lutra lutra,Mammalia,Male,b1,0.263601008,0.048987725,0.181342136,0.36989131
Pteronura brasiliensis,Mammalia,Female,a0,-2.853643359,0.76899912,-4.424552297,-1.399963183
Pteronura brasiliensis,Mammalia,Female,a1,4.94023337,3.168253281,0.332785028,12.53694604
Pteronura brasiliensis,Mammalia,Female,c,0.036771565,0.01384627,0.008213488,0.062836997
Pteronura brasiliensis,Mammalia,Female,b0,-7.84317566,2.1148874,-12.44958782,-4.347001477
Pteronura brasiliensis,Mammalia,Female,b1,0.518133798,0.176520214,0.215493839,0.885274696
Pteronura brasiliensis,Mammalia,Male,a0,-2.724775299,0.784059208,-4.378439942,-1.282471989
Pteronura brasiliensis,Mammalia,Male,a1,5.681130476,3.154916729,0.659861759,12.86869611
Pteronura brasiliensis,Mammalia,Male,c,0.037337373,0.015391824,0.005336573,0.066753122
Pteronura brasiliensis,Mammalia,Male,b0,-7.084207112,2.222933841,-12.38695199,-3.901919116
Pteronura brasiliensis,Mammalia,Male,b1,0.467847747,0.195932085,0.161881392,0.926242777
Callithrix penicillata,Mammalia,Female,a0,-2.908085044,0.748652073,-4.428393551,-1.502983524
Callithrix penicillata,Mammalia,Female,a1,5.47742626,3.311210008,0.150434227,12.77018793
Callithrix penicillata,Mammalia,Female,c,0.156295617,0.025555185,0.074015799,0.187296947
Callithrix penicillata,Mammalia,Female,b0,-8.788140833,3.455131037,-16.07350125,-2.674613559
Callithrix penicillata,Mammalia,Female,b1,0.22439602,0.181631922,0.007314408,0.652379317
Callithrix penicillata,Mammalia,Male,a0,-2.006914096,0.755189504,-3.713241927,-0.779367833
Callithrix penicillata,Mammalia,Male,a1,5.945846931,2.58794102,1.875296735,11.91041322
Callithrix penicillata,Mammalia,Male,c,0.084642886,0.043656863,0.005498111,0.152657866
Callithrix penicillata,Mammalia,Male,b0,-4.409610101,2.347508133,-11.25942138,-2.28617115
Callithrix penicillata,Mammalia,Male,b1,0.14774842,0.101984268,0.033961191,0.437269405
Pteropus hypomelanus,Mammalia,Female,a0,-2.952837712,0.658472281,-4.274709993,-1.662716005
Pteropus hypomelanus,Mammalia,Female,a1,3.03949695,2.926751732,0.195446458,10.52219474
Pteropus hypomelanus,Mammalia,Female,c,0.015223788,0.005223357,0.003155252,0.024736415
Pteropus hypomelanus,Mammalia,Female,b0,-10.26107276,1.364743033,-13.13647341,-7.816733626
Pteropus hypomelanus,Mammalia,Female,b1,0.356549081,0.056377776,0.252276629,0.47442963
Pteropus hypomelanus,Mammalia,Male,a0,-2.979399068,0.729918425,-4.479233362,-1.554051736
Pteropus hypomelanus,Mammalia,Male,a1,4.564280783,3.302024588,0.266038863,12.42382102
Pteropus hypomelanus,Mammalia,Male,c,0.030601166,0.009484209,0.008587629,0.047336654
Pteropus hypomelanus,Mammalia,Male,b0,-7.917390375,2.169628446,-12.89300479,-4.398983865
Pteropus hypomelanus,Mammalia,Male,b1,0.252064828,0.096023631,0.085763426,0.464684758
Pteropus livingstonii,Mammalia,Female,a0,-2.730285692,0.792735647,-4.368397482,-1.272017166
Pteropus livingstonii,Mammalia,Female,a1,4.717552249,3.08606757,0.459675244,11.98659827
Pteropus livingstonii,Mammalia,Female,c,0.021343962,0.011254915,0.002115219,0.045835525
Pteropus livingstonii,Mammalia,Female,b0,-7.400067923,1.564552083,-10.82654113,-4.778191657
Pteropus livingstonii,Mammalia,Female,b1,0.399496033,0.101057947,0.220711161,0.616585007
Pteropus livingstonii,Mammalia,Male,a0,-2.978046027,0.774574693,-4.517343116,-1.530026532
Pteropus livingstonii,Mammalia,Male,a1,5.707749683,3.193591054,0.575561601,12.68114367
Pteropus livingstonii,Mammalia,Male,c,0.038739891,0.015544141,0.006283432,0.067577272
Pteropus livingstonii,Mammalia,Male,b0,-7.480348579,2.741297056,-14.47015635,-3.865244759
Pteropus livingstonii,Mammalia,Male,b1,0.343194243,0.157167851,0.127420974,0.730680289
Pteropus lylei,Mammalia,Female,a0,-3.267012143,0.681310557,-4.670689232,-2.02024936
Pteropus lylei,Mammalia,Female,a1,5.420181302,3.094608248,0.161392225,12.40942243
Pteropus lylei,Mammalia,Female,c,0.053686738,0.006882351,0.041615398,0.064665803
Pteropus lylei,Mammalia,Female,b0,-12.41136732,2.765164967,-18.05598307,-7.191141069
Pteropus lylei,Mammalia,Female,b1,0.507076541,0.141373315,0.233547918,0.786502614
Pteropus lylei,Mammalia,Male,a0,-3.12894793,0.685196194,-4.562985206,-1.892592513
Pteropus lylei,Mammalia,Male,a1,5.843028533,3.50995581,0.531218491,13.5057786
Pteropus lylei,Mammalia,Male,c,0.037399484,0.015243712,0.004371375,0.061473121
Pteropus lylei,Mammalia,Male,b0,-5.191496421,1.482297764,-8.827649736,-3.279610195
Pteropus lylei,Mammalia,Male,b1,0.155923935,0.073192664,0.058331907,0.337243585
Pteropus rodricensis,Mammalia,Female,a0,-3.08485766,0.46858153,-4.101797939,-2.271497393
Pteropus rodricensis,Mammalia,Female,a1,3.056461122,2.182874443,0.726745866,8.82266169
Pteropus rodricensis,Mammalia,Female,c,0.046664428,0.012240482,0.01456961,0.063691991
Pteropus rodricensis,Mammalia,Female,b0,-5.355788679,0.988852351,-7.554161209,-3.608973708
Pteropus rodricensis,Mammalia,Female,b1,0.180491685,0.048939259,0.096028145,0.290222705
Pteropus rodricensis,Mammalia,Male,a0,-3.0367172,0.447205995,-4.011234254,-2.273401741
Pteropus rodricensis,Mammalia,Male,a1,2.816698775,1.822473812,0.832031011,7.749857037
Pteropus rodricensis,Mammalia,Male,c,0.015462182,0.011354795,0.000522049,0.041352643
Pteropus rodricensis,Mammalia,Male,b0,-3.317737271,0.264731528,-3.953771795,-2.959019754
Pteropus rodricensis,Mammalia,Male,b1,0.109795024,0.014499775,0.087225615,0.143277699
Galictis vittata,Mammalia,Female,a0,-2.60419913,0.844667943,-4.325028935,-1.003106456
Galictis vittata,Mammalia,Female,a1,5.043629972,3.0681781,0.691946148,12.23480551
Galictis vittata,Mammalia,Female,c,0.027185394,0.019176226,0.001258231,0.072324318
Galictis vittata,Mammalia,Female,b0,-6.150447047,1.917355014,-11.59719566,-3.865705314
Galictis vittata,Mammalia,Female,b1,0.505470261,0.186334692,0.251802905,1.012959026
Galictis vittata,Mammalia,Male,a0,-2.151031565,0.841352673,-3.929082633,-0.631750982
Galictis vittata,Mammalia,Male,a1,4.271962247,2.738624012,0.723137738,11.18202493
Galictis vittata,Mammalia,Male,c,0.031388697,0.022527234,0.00117598,0.084887839
Galictis vittata,Mammalia,Male,b0,-5.694468399,1.444924492,-9.263125236,-3.619371901
Galictis vittata,Mammalia,Male,b1,0.444249711,0.1422852,0.208762077,0.768026637
Gulo gulo,Mammalia,Female,a0,-3.020449436,0.713092773,-4.537575089,-1.744191496
Gulo gulo,Mammalia,Female,a1,5.114528518,3.051293364,0.718511446,12.24362406
Gulo gulo,Mammalia,Female,c,0.012819193,0.007150598,0.001074668,0.027873345
Gulo gulo,Mammalia,Female,b0,-5.789658973,0.65565119,-7.209093224,-4.67637237
Gulo gulo,Mammalia,Female,b1,0.369291007,0.053644981,0.273976298,0.482200384
Gulo gulo,Mammalia,Male,a0,-2.981362831,0.747680974,-4.516918945,-1.566816573
Gulo gulo,Mammalia,Male,a1,6.335711277,3.178570709,0.881955533,13.31445509
Gulo gulo,Mammalia,Male,c,0.023380037,0.007570827,0.008081743,0.038019749
Gulo gulo,Mammalia,Male,b0,-7.084245351,0.965684574,-9.042967476,-5.343300913
Gulo gulo,Mammalia,Male,b1,0.481095429,0.077260287,0.334224229,0.635858342
Martes flavigula,Mammalia,Female,a0,-2.770500459,0.743765496,-4.272020486,-1.369539957
Martes flavigula,Mammalia,Female,a1,5.573228957,3.185790977,0.695590746,12.75615118
Martes flavigula,Mammalia,Female,c,0.020364189,0.010340938,0.002193818,0.04141386
Martes flavigula,Mammalia,Female,b0,-6.147610065,0.971251002,-8.263350952,-4.52587077
Martes flavigula,Mammalia,Female,b1,0.434767681,0.085493938,0.283174749,0.609390102
Martes flavigula,Mammalia,Male,a0,-2.969672855,0.750761679,-4.486963656,-1.547200904
Martes flavigula,Mammalia,Male,a1,5.547191068,3.230851074,0.456850409,13.02275294
Martes flavigula,Mammalia,Male,c,0.03655814,0.011950488,0.010860513,0.06046197
Martes flavigula,Mammalia,Male,b0,-8.884191015,2.227477946,-13.57955889,-5.043929754
Martes flavigula,Mammalia,Male,b1,0.644045081,0.181738424,0.319430711,1.021925815
Cercopithecus ascanius,Mammalia,Female,a0,-2.86940134,0.771547499,-4.438527107,-1.455625868
Cercopithecus ascanius,Mammalia,Female,a1,6.17791813,3.125268968,1.176122243,13.0089523
Cercopithecus ascanius,Mammalia,Female,c,0.029732088,0.014958683,0.00245285,0.05542992
Cercopithecus ascanius,Mammalia,Female,b0,-5.954240869,2.299626217,-12.29299719,-3.565917625
Cercopithecus ascanius,Mammalia,Female,b1,0.167980457,0.093707741,0.06134023,0.419965443
Cercopithecus ascanius,Mammalia,Male,a0,-2.873224714,0.766489214,-4.426726124,-1.437633735
Cercopithecus ascanius,Mammalia,Male,a1,5.30666476,3.082659679,0.503032539,12.33352171
Cercopithecus ascanius,Mammalia,Male,c,0.040331878,0.010936909,0.014398808,0.060126201
Cercopithecus ascanius,Mammalia,Male,b0,-8.35319161,2.414864242,-13.58640918,-4.21771537
Cercopithecus ascanius,Mammalia,Male,b1,0.298736925,0.112779189,0.100696647,0.535468484
Cercopithecus cephus,Mammalia,Female,a0,-2.502174326,0.869277414,-4.270363517,-0.881775119
Cercopithecus cephus,Mammalia,Female,a1,4.996265401,3.145297999,0.4486027,12.35544365
Cercopithecus cephus,Mammalia,Female,c,0.071470875,0.023289119,0.014733165,0.112148134
Cercopithecus cephus,Mammalia,Female,b0,-8.306433747,3.407920632,-16.3759356,-3.276399439
Cercopithecus cephus,Mammalia,Female,b1,0.270992413,0.156893514,0.038253546,0.625229824
Cercopithecus cephus,Mammalia,Male,a0,-2.216838131,0.855084208,-4.006940081,-0.62401011
Cercopithecus cephus,Mammalia,Male,a1,4.453444544,2.871766884,0.478012927,11.26728688
Cercopithecus cephus,Mammalia,Male,c,0.051069897,0.018584734,0.010949501,0.08617262
Cercopithecus cephus,Mammalia,Male,b0,-7.781378735,2.935623378,-14.72334333,-3.642841847
Cercopithecus cephus,Mammalia,Male,b1,0.224522667,0.110454698,0.059075413,0.477526395
Cercopithecus diana,Mammalia,Female,a0,-2.992073192,0.740870324,-4.515100878,-1.650498906
Cercopithecus diana,Mammalia,Female,a1,5.357743722,3.115093479,0.448533248,12.40425952
Cercopithecus diana,Mammalia,Female,c,0.03441932,0.008768028,0.015889874,0.050327363
Cercopithecus diana,Mammalia,Female,b0,-7.567363051,1.62468741,-11.10655801,-4.845080571
Cercopithecus diana,Mammalia,Female,b1,0.295035902,0.080724386,0.152547932,0.466819904
Cercopithecus diana,Mammalia,Male,a0,-3.006390406,0.725144019,-4.558915475,-1.691481356
Cercopithecus diana,Mammalia,Male,a1,4.544095741,3.096268668,0.340046452,11.98199886
Cercopithecus diana,Mammalia,Male,c,0.032536181,0.010965668,0.007374425,0.05169955
Cercopithecus diana,Mammalia,Male,b0,-6.154144184,1.10483434,-8.497242634,-4.192805008
Cercopithecus diana,Mammalia,Male,b1,0.238181349,0.056871339,0.134418611,0.354998941
Cercopithecus mitis,Mammalia,Female,a0,-2.800456301,0.764029626,-4.379462453,-1.364850008
Cercopithecus mitis,Mammalia,Female,a1,4.625969658,3.081124918,0.685453524,12.16456618
Cercopithecus mitis,Mammalia,Female,c,0.022508674,0.013389023,0.001507341,0.050616183
Cercopithecus mitis,Mammalia,Female,b0,-5.778798042,1.553672282,-9.581512819,-3.955971034
Cercopithecus mitis,Mammalia,Female,b1,0.21501476,0.078537915,0.110643343,0.405019699
Cercopithecus mitis,Mammalia,Male,a0,-2.348256444,0.783910454,-4.006744725,-0.953062317
Cercopithecus mitis,Mammalia,Male,a1,4.835567981,2.95427489,0.81961264,11.92109352
Cercopithecus mitis,Mammalia,Male,c,0.047340009,0.019454797,0.005789418,0.080799404
Cercopithecus mitis,Mammalia,Male,b0,-7.092037091,2.879548165,-14.15494224,-3.478643568
Cercopithecus mitis,Mammalia,Male,b1,0.257113118,0.13717364,0.074447249,0.589851922
Cercopithecus hamlyni,Mammalia,Female,a0,-2.791654854,0.800715316,-4.437223895,-1.266470449
Cercopithecus hamlyni,Mammalia,Female,a1,5.797651416,3.197073924,0.801863044,13.17975724
Cercopithecus hamlyni,Mammalia,Female,c,0.034078236,0.014150333,0.004538583,0.061026766
Cercopithecus hamlyni,Mammalia,Female,b0,-7.887493625,2.484864592,-13.5967827,-4.296211207
Cercopithecus hamlyni,Mammalia,Female,b1,0.34323325,0.130491373,0.145239598,0.638344624
Cercopithecus hamlyni,Mammalia,Male,a0,-2.445510828,0.822346277,-4.148598907,-0.919780329
Cercopithecus hamlyni,Mammalia,Male,a1,4.679006656,2.829003948,0.597564997,11.21877164
Cercopithecus hamlyni,Mammalia,Male,c,0.031227304,0.018742469,0.002188623,0.071430191
Cercopithecus hamlyni,Mammalia,Male,b0,-5.660545901,1.719741056,-10.14385748,-3.585346762
Cercopithecus hamlyni,Mammalia,Male,b1,0.237243969,0.096062913,0.095770034,0.469743498
Eira barbara,Mammalia,Female,a0,-3.016264282,0.780827881,-4.632490731,-1.553386879
Eira barbara,Mammalia,Female,a1,5.947987717,3.21318429,1.094610579,12.92999498
Eira barbara,Mammalia,Female,c,0.012644326,0.009421642,0.000454877,0.03480053
Eira barbara,Mammalia,Female,b0,-5.22045538,0.867714077,-7.428667004,-4.000998574
Eira barbara,Mammalia,Female,b1,0.260014857,0.065920679,0.155923244,0.415673093
Eira barbara,Mammalia,Male,a0,-2.993553137,0.788455227,-4.604080778,-1.518533215
Eira barbara,Mammalia,Male,a1,5.929956494,3.260051753,0.73551731,13.27460544
Eira barbara,Mammalia,Male,c,0.028487889,0.009852205,0.006575418,0.047519408
Eira barbara,Mammalia,Male,b0,-10.30607657,2.944195053,-16.21581122,-5.05110201
Eira barbara,Mammalia,Male,b1,0.656240241,0.215307114,0.259979633,1.076232262
Onychogalea fraenata,Mammalia,Female,a0,-2.307685666,0.782091064,-3.963943401,-0.917404669
Onychogalea fraenata,Mammalia,Female,a1,3.68285432,2.671710925,0.42973831,10.46902346
Onychogalea fraenata,Mammalia,Female,c,0.066524942,0.028958099,0.008864707,0.12118915
Onychogalea fraenata,Mammalia,Female,b0,-6.162789791,1.648552617,-10.15152986,-3.727696958
Onychogalea fraenata,Mammalia,Female,b1,0.652990106,0.18893353,0.361426791,1.101438888
Onychogalea fraenata,Mammalia,Male,a0,-2.230412468,0.866087258,-4.026731021,-0.662911464
Onychogalea fraenata,Mammalia,Male,a1,5.51725748,3.002091426,0.756407219,12.28728925
Onychogalea fraenata,Mammalia,Male,c,0.060148743,0.042676859,0.002446568,0.155730042
Onychogalea fraenata,Mammalia,Male,b0,-3.578953168,0.981689724,-6.137504301,-2.449992031
Onychogalea fraenata,Mammalia,Male,b1,0.39471517,0.121536634,0.233249838,0.69809056
Pteropus vampyrus,Mammalia,Female,a0,-2.739334511,0.462924437,-3.763870054,-1.934410002
Pteropus vampyrus,Mammalia,Female,a1,1.086149237,1.021912338,0.15502472,3.501749105
Pteropus vampyrus,Mammalia,Female,c,0.032426132,0.008571727,0.009516878,0.046264448
Pteropus vampyrus,Mammalia,Female,b0,-10.29289608,2.465345438,-15.65702118,-6.247460844
Pteropus vampyrus,Mammalia,Female,b1,0.373064045,0.110523966,0.18961121,0.607874437
Pteropus vampyrus,Mammalia,Male,a0,-2.84518831,0.559345953,-3.969329949,-1.788385014
Pteropus vampyrus,Mammalia,Male,a1,3.266280033,2.478535286,0.477910641,9.635870342
Pteropus vampyrus,Mammalia,Male,c,0.018268351,0.007429047,0.002545094,0.030777524
Pteropus vampyrus,Mammalia,Male,b0,-6.106456264,1.020750087,-8.331397263,-4.432904697
Pteropus vampyrus,Mammalia,Male,b1,0.185432876,0.048376194,0.104490636,0.287091166
Rousettus aegyptiacus,Mammalia,Female,a0,-3.392463311,0.612687012,-4.693594779,-2.33188857
Rousettus aegyptiacus,Mammalia,Female,a1,4.981419916,2.81577332,1.131436508,11.90210529
Rousettus aegyptiacus,Mammalia,Female,c,0.022681931,0.016388462,0.000893468,0.060064573
Rousettus aegyptiacus,Mammalia,Female,b0,-3.071259353,0.356441515,-3.984872065,-2.641418244
Rousettus aegyptiacus,Mammalia,Female,b1,0.091429119,0.020247675,0.06151572,0.140098254
Rousettus aegyptiacus,Mammalia,Male,a0,-3.746478017,0.626524623,-5.064673864,-2.603469234
Rousettus aegyptiacus,Mammalia,Male,a1,5.643080767,3.048063042,0.867858422,12.60067272
Rousettus aegyptiacus,Mammalia,Male,c,0.015661475,0.012175616,0.000635625,0.044132479
Rousettus aegyptiacus,Mammalia,Male,b0,-3.019869965,0.244567325,-3.629338052,-2.705175964
Rousettus aegyptiacus,Mammalia,Male,b1,0.101312947,0.015362765,0.076852809,0.138399598
Kerodon rupestris,Mammalia,Female,a0,-2.079861122,0.637115608,-3.544755578,-1.053473947
Kerodon rupestris,Mammalia,Female,a1,3.550728432,2.391095156,0.310757712,9.535617979
Kerodon rupestris,Mammalia,Female,c,0.203838519,0.029816726,0.128221001,0.246933425
Kerodon rupestris,Mammalia,Female,b0,-8.849176388,2.679095831,-14.44772043,-3.873203264
Kerodon rupestris,Mammalia,Female,b1,0.777379327,0.31656444,0.113016744,1.398657477
Kerodon rupestris,Mammalia,Male,a0,-1.375842704,0.377955623,-2.27195259,-0.835532175
Kerodon rupestris,Mammalia,Male,a1,0.983031332,0.8109342,0.252667885,3.110218521
Kerodon rupestris,Mammalia,Male,c,0.154525087,0.058834825,0.025147301,0.249746056
Kerodon rupestris,Mammalia,Male,b0,-7.222057396,1.826153679,-11.15406299,-4.088965406
Kerodon rupestris,Mammalia,Male,b1,0.76776012,0.203396846,0.402921849,1.199856767
Dasyprocta azarae,Mammalia,Female,a0,-3.04655587,0.707901751,-4.528354471,-1.791706569
Dasyprocta azarae,Mammalia,Female,a1,5.789251667,3.376054448,0.327058818,13.36368283
Dasyprocta azarae,Mammalia,Female,c,0.074097825,0.009865262,0.055360123,0.090322969
Dasyprocta azarae,Mammalia,Female,b0,-11.73450774,2.731083838,-17.32065022,-7.037533408
Dasyprocta azarae,Mammalia,Female,b1,0.887501381,0.225908377,0.483534653,1.34344306
Dasyprocta azarae,Mammalia,Male,a0,-2.759836574,0.649661697,-4.18435795,-1.634547748
Dasyprocta azarae,Mammalia,Male,a1,4.24040265,2.977023455,0.28080764,11.45223844
Dasyprocta azarae,Mammalia,Male,c,0.065918131,0.023078982,0.009400129,0.100025996
Dasyprocta azarae,Mammalia,Male,b0,-5.273454077,1.391585601,-8.353914967,-3.029631234
Dasyprocta azarae,Mammalia,Male,b1,0.366554382,0.137058769,0.141790276,0.664925791
Setonix brachyurus,Mammalia,Female,a0,-2.489053152,0.747318706,-4.110145401,-1.170074949
Setonix brachyurus,Mammalia,Female,a1,4.829770233,2.918133915,0.43306585,11.48172229
Setonix brachyurus,Mammalia,Female,c,0.079299791,0.024887041,0.020608975,0.121675559
Setonix brachyurus,Mammalia,Female,b0,-5.474923144,1.273100599,-8.234931246,-3.327548972
Setonix brachyurus,Mammalia,Female,b1,0.429058131,0.118375545,0.223829574,0.675509522
Setonix brachyurus,Mammalia,Male,a0,-2.384371074,0.81049309,-4.038862716,-0.886575724
Setonix brachyurus,Mammalia,Male,a1,5.520564497,3.29793816,0.415779865,12.78884451
Setonix brachyurus,Mammalia,Male,c,0.071858248,0.029910231,0.009267153,0.126682035
Setonix brachyurus,Mammalia,Male,b0,-5.446404133,1.846455469,-9.972849662,-2.923286395
Setonix brachyurus,Mammalia,Male,b1,0.365179042,0.155645601,0.132016633,0.733252913
Martes foina,Mammalia,Female,a0,-2.439705007,0.794184981,-4.082576218,-0.975203231
Martes foina,Mammalia,Female,a1,3.871711332,2.953093184,0.310545536,11.02133822
Martes foina,Mammalia,Female,c,0.03834982,0.017466763,0.006035957,0.074026889
Martes foina,Mammalia,Female,b0,-7.668155064,1.824516245,-11.74248529,-4.606235167
Martes foina,Mammalia,Female,b1,0.547931947,0.154367281,0.276931776,0.874121009
Martes foina,Mammalia,Male,a0,-2.385425085,0.815054753,-4.108356248,-0.922699085
Martes foina,Mammalia,Male,a1,3.839450842,2.866232103,0.29081809,10.94483907
Martes foina,Mammalia,Male,c,0.045632496,0.017992937,0.010470132,0.082091667
Martes foina,Mammalia,Male,b0,-8.403106973,1.994101869,-12.57817166,-4.895820705
Martes foina,Mammalia,Male,b1,0.610633437,0.171509042,0.301588578,0.952256299
Cebuella pygmaea,Mammalia,Female,a0,-3.644382305,0.615006314,-4.977008846,-2.559000962
Cebuella pygmaea,Mammalia,Female,a1,5.378888099,3.193077066,0.118005927,12.67608591
Cebuella pygmaea,Mammalia,Female,c,0.038593653,0.026049425,0.00166756,0.09535365
Cebuella pygmaea,Mammalia,Female,b0,-2.61065531,0.348703218,-3.49673105,-2.174075411
Cebuella pygmaea,Mammalia,Female,b1,0.125377448,0.02601794,0.088989091,0.191562429
Cebuella pygmaea,Mammalia,Male,a0,-3.583748118,0.640462509,-4.971376592,-2.462830819
Cebuella pygmaea,Mammalia,Male,a1,5.389840732,3.385963101,0.030792523,12.92251302
Cebuella pygmaea,Mammalia,Male,c,0.094910673,0.024267124,0.026348953,0.127581887
Cebuella pygmaea,Mammalia,Male,b0,-4.316009093,0.838440132,-6.071335202,-2.796564006
Cebuella pygmaea,Mammalia,Male,b1,0.226691499,0.063259795,0.114949432,0.359212364
Rousettus lanosus,Mammalia,Female,a0,-2.345722174,0.608724518,-3.622814816,-1.221367742
Rousettus lanosus,Mammalia,Female,a1,4.205572284,2.943282961,0.56184677,10.92415353
